,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
159,159,Bo Xie,Male,Georgia Tech,Le Song,Male,Georgia Institute of Technology,Scale Up Nonlinear Component Analysis with Doubly Stochastic Gradients.
160,160,Adith Swaminathan,Male,Cornell University,Thorsten Joachims,Male,Cornell,The Self-Normalized Estimator for Counterfactual Learning.
161,161,Soroosh Shafieezadeh Abadeh,Male,EPFL,Daniel Kuhn,Male,EPFL,Distributionally Robust Logistic Regression.
162,162,Maksim Lapin,Male,Max Planck Institute for Informatics,Bernt Schiele,Male,Max Planck Institute for Informatics,Top-k Multiclass SVM.
163,163,Jack Gorham,Male,Stanford University,Lester Mackey,Male,Stanford,Measuring Sample Quality with Stein's Method.
164,164,Xiangru Lian,Male,University of Rochester,Ji Liu,Male,University of Rochester,Asynchronous Parallel Stochastic Gradient for Nonconvex Optimization.
165,165,Yuxin Chen,Male,Stanford University,Emmanuel Candes,Male,Stanford University,Solving Random Quadratic Systems of Equations Is Nearly as Easy as Solving Linear Systems.
166,166,Baharan Mirzasoleiman,Male,ETHZ,Andreas Krause,Male,ETHZ,Distributed Submodular Cover: Succinctly Summarizing Massive Data.
167,167,Xinghao Pan,Male,UC Berkeley,Michael Jordan,Male,UC Berkeley,Parallel Correlation Clustering on Big Graphs.
168,168,Sid Banerjee,Male,Cornell University,Peter Lofgren,Male,Stanford University,Fast Bidirectional Probability Estimation in Markov Models.
169,169,Jason D Lee,Male,Stanford,Jonathan E Taylor,Male,Stanford University,Evaluating the statistical significance of biclusters.
170,170,Atsushi Shibagaki,Male,Nagoya Institute of Technology,Ichiro Takeuchi,Male,Nagoya Institute of Technology,Regularization Path of Cross-Validation Error Lower Bounds.
171,171,Alkis Gotovos,Male,ETH Zurich,Andreas Krause,Male,ETHZ,Sampling from Probabilistic Submodular Models.
172,172,Jennifer Gillenwater,Female,University of Washington,Jeff A Bilmes,Male,"University of Washington, Seattle",Submodular Hamming Metrics.
173,173,Igor Colin,Male,Télécom ParisTech,Stéphan Clémençon,Male,Telecom ParisTech,Extending Gossip Algorithms to Distributed Estimation of U-statistics.
174,174,Murat Erdogdu,Male,Stanford University,Murat Erdogdu,Male,Stanford University,Newton-Stein Method: A Second Order Method for GLMs via Stein's Lemma.
175,175,Sewoong Oh,Male,UIUC,Jiaming Xu,Male,,Collaboratively Learning Preferences from Ordinal Data.
176,176,Guillaume Papa,Male,Telecom paristech,Aurélien Bellet,Male,Telecom ParisTech,SGD Algorithms based on Incomplete U-statistics: Large-Scale Minimization of Empirical Risk.
177,177,Prateek Jain,Male,Microsoft Research,Ambuj Tewari,Male,University of Michigan,Alternating Minimization for Regression Problems with Vector-valued Outputs.
178,178,Sashank J. Reddi,Male,Carnegie Mellon University,Alex Smola,Male,Carnegie Mellon University,On Variance Reduction in Stochastic Gradient Descent and its Asynchronous Variants.
