,first-author-affiliation,last-author-affiliation,title
0," Network Dynamics and Simulation Science Laboratory, Biocomplexity Institute of Virginia Tech"," Department of Computer Science, Virginia Tech and Network Dynamics and Simulation Science Laboratory, Biocomplexity Institute of Virginia Tech",Temporal vaccination games under resource constraints
1," School of Computing, University of Southern Mississippi, Hattiesburg, MS"," School of Computing, University of Southern Mississippi, Hattiesburg, MS",Detection of plan deviation in multi-agent systems
2," Institut für Softwaretechnik und Theoretische Informatik, TU Berlin, Berlin, Germany"," Institut für Softwaretechnik und Theoretische Informatik, TU Berlin, Berlin, Germany",Complexity of Shift Bribery in committee elections
3," Department of Computer Science, Middlesex University, London, United Kingdom"," State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, Beijing, P.R.China",Global model checking on pushdown multi-agent systems
4," Indian Institute of Science, Bangalore, India"," Indian Institute of Science, Bangalore, India",Frugal bribery in voting
5," Department of Aeronautics and Astronautics, Stanford University, Stanford, California"," Department of Computer Science, Stanford University, Stanford, California",Target surveillance in adversarial environments using POMDPs
6," Department of Computer Science, New Mexico State University, Las Cruces, NM"," Department of Computer Science, New Mexico State University, Las Cruces, NM",Multi-Variable Agent decomposition for DCOPs
7," Department of Computer Science and Engineering, University of Minnesota, Minneapolis MN"," Department of Computer Science and Engineering, University of Minnesota, Minneapolis MN",Implicit coordination in crowded multi-agent navigation
8," School of Computing and Digital Futures Institute, Teesside University, UK"," School of Computing and Digital Futures Institute, Teesside University, UK",Emergence of social punishment and cooperation through prior commitments
9," Massachusetts Institute of Technology, Cambridge, Massachusetts"," Massachusetts Institute of Technology, Cambridge, Massachusetts",Apprenticeship scheduling for human-robot teams
10," [email protected] Corporate Lab, Nanyang Technological University, Singapore and School of Computer Engineering, Nanyang Technological University, Singapore"," Rolls-Royce Singapore Pte Ltd, Singapore",Efficient computation of emergent equilibrium in agent-based simulation
11," Jinan University, China and University of Oxford, UK"," Jinan University, China and IIIS, Griffith University, Australia",Strengthening agents strategic ability with communication
12," University of Oxford, UK"," University of Oxford, UK",Model checking probabilistic knowledge: a PSPACE case
13," LIDS, MIT, Cambridge, MA"," AeroAstro Dept., MIT, Cambridge, MA","Learning for decentralized control of multiagent systems in large, partially-observable stochastic environments"
14," Department of Computer Science, University of Illinois at Chicago, Chicago, IL"," Department of Computer Science, University of Illinois at Chicago, Chicago, IL",Bayesian learning of other agents' finite controllers for interactive POMDPs
15," MIT Media Lab, Cambridge, MA"," Stanford University, Stanford, CA",Exploiting anonymity in approximate linear programming: scaling to large multiagent MDPs
16," Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, Massachusetts"," Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, Massachusetts","ConTaCT: deciding to communicate during time-critical collaborative tasks in unknown, deterministic domains"
17," School of Computer Engineering, Nanyang Technological University, Singapore"," School of Computer Engineering, Nanyang Technological University, Singapore",Is it harmful when advisors only pretend to be honest?
18," School of Computer Science, University of Nottingham, Nottingham, UK"," School of Computer Science and IT, RMIT University, Melbourne, Australia",Robust execution of BDI agent programs by exploiting synergies between intentions
