,first-author-affiliation,last-author-affiliation,title
0," Fondazione Bruno Kessler, Trento, Italy"," Fondazione Bruno Kessler, Trento, Italy",Dynamic controllability of Disjunctive Temporal Networks: validation and synthesis of executable strategies
1," Mitsubishi Electric Research Laboratories, Cambridge, MA"," Mitsubishi Electric Corporation, Hyogo, Japan",Truncated approximate dynamic programming with task-dependent terminal value
2," Dept. of Computer Science and Engineering, Mississippi State University, Mississippi State, MS"," Dept. of Computer Science and Engineering, Mississippi State University, Mississippi State, MS",General error bounds in heuristic search algorithms for stochastic shortest path problems
3," Department of Computer Science, New Mexico State University, Las Cruces, NM"," School of Information Systems, Singapore Management University, Singapore",Solving Risk-Sensitive POMDPs with and without cost observations
4," Indian Institute of Technology Bombay, Mumbai, India"," Indian Institute of Science, Bengaluru, India",Randomised procedures for initialising and switching actions in Policy Iteration
5, Technion — Israel Institute of Technology, Technion — Israel Institute of Technology,Goal recognition design with non-observable actions
6," Information Systems Engineering, Ben Gurion University, Israel"," Information Systems Engineering, Ben Gurion University, Israel",Computing contingent plans using online replanning
7," Department of Computer Science, University of Southern California"," Department of Computer Science, University of Southern California",Multi-agent path finding with payload transfers and the package-exchange robot-routing problem
8," Delft University of Technology, The Netherlands"," Delft University of Technology, The Netherlands",Solving transition-independent multi-agent MDPs with sparse interactions
9," New Mexico State University, Las Cruces, NM"," New Mexico State University, Las Cruces, NM",Solving Goal Recognition Design using ASP
10," School of Computing and Engineering, University of Huddersfield, UK"," School of Computing and Engineering, University of Huddersfield, UK",Efficient macroscopic urban traffic models for reducing congestion: a PDDL+ planning approach
11," School of Information Systems, Singapore Management University, Singapore"," School of Information Systems, Singapore Management University, Singapore",A proactive sampling approach to project scheduling under uncertainty
12," College of Information and Computer Sciences, University of Massachusetts, Amherst, MA"," College of Information and Computer Sciences, University of Massachusetts, Amherst, MA",A POMDP formulation of Proactive Learning
13," Electrical and Computer Engineering, University of Texas at Austin"," Electrical and Computer Engineering, University of Texas at Austin",Approximation algorithms for route planning with nonlinear objectives
