,first-author-affiliation,last-author-affiliation,title
0," Computational Linguistics and Information Processing (CLIP) Lab, Institute for Advanced Computer Studies, University of Maryland"," Computational Linguistics and Information Processing (CLIP) Lab, Institute for Advanced Computer Studies, University of Maryland",Short text representation for detecting churn in microblogs
1," Ben Gurion University, Dept. of Computer Science"," Ben Gurion University, Dept. of Computer Science",Topic concentration in Query Focused Summarization datasets
2, Allen Institute for Artificial Intelligence," Cognitive Computation Lab (CCG), Univ Illinois, Urbana-Champaign","Combining retrieval, statistics, and inference to answer elementary science questions"
3," Shanghai Key Laboratory of Data Science, School of Computer Science, Fudan University"," Shanghai Key Laboratory of Data Science, School of Computer Science, Fudan University",Verb pattern: a probabilistic semantic representation on verbs
4," DTIC - TALN Research Group, Universitat Pompeu Fabra, Barcelona (Spain)"," Department of Computer Science, Sapienza University of Rome, Rome (Italy)","ExTaSem! extending, taxonomizing and semantifying domain terminologies"
5," Center for Language and Speech Processing, Johns Hopkins University"," Center for Language and Speech Processing, Johns Hopkins University and Human Language Technology Center of Excellence, Johns Hopkins University","A unified Bayesian model of scripts, frames and language"
6," IXA NLP Group, University of the Basque Country, Donostia, Basque Country"," IXA NLP Group, University of the Basque Country, Donostia, Basque Country",Single or multiple? combining word representations independently learned from text and WordNet
7," Shanghai Jiao Tong University, Shanghai, China"," Shanghai Jiao Tong University, Shanghai, China",Representing verbs as argument concepts
8," Computational Biology Program, Memorial Sloan Kettering Cancer Center, New York, NY and Tri-Institutional Training Program in Computational Biology and Medicine, Weill Cornell Medical College, New York, NY"," Computational Biology Program, Memorial Sloan Kettering Cancer Center, New York, NY",A generative model of words and relationships from multiple sources
9," National Institute of Information and Communications Technology (NICT), Soraku-gun, Kyoto, Japan"," National Institute of Information and Communications Technology (NICT), Soraku-gun, Kyoto, Japan",Agreement on target-bidirectional LSTMs for sequence-to-sequence learning
10," POSTECH, Korea, Republic of", Facebook Inc.,Fine-grained semantic conceptualization of FrameNet
11," School of Chinese Language and Literature, Ludong University, China and Singapore University of Technology and Design, Singapore"," Singapore University of Technology and Design, Singapore",Dependency tree representations of predicate-argument structures
12," Human Intelligence and Language Technologies Lab, University of North Texas, Denton, TX"," Human Intelligence and Language Technologies Lab, University of North Texas, Denton, TX",Complementing semantic roles with temporally-anchored spatial knowledge: crowdsourced annotations and experiments
13," Department of Computer Science and Technology, National Lab for Information Science and Technology, Tsinghua University, Beijing, China and State Key Lab on Intelligent Technology and Systems, National Lab for Information Science and Technology, Tsinghua University, Beijing, China"," Dept. of Comp. Sci. and Techn., Natl. Lab for Inf. Sci. and Techn., Tsinghua Univ., China and State Key Lab on Int. Techn. and Systems, Natl. Lab for Inf. Sci. and Techn., Tsinghua Univ., China and Jiangsu Collab. Innovation Center for Lang. Ability, Jiangsu Normal Univ., Xuzhou, China",Representation learning of knowledge graphs with entity descriptions
14," College of Computer and Control Engineering, Nankai University, Tianjin, China and College of Software, Nankai University, Tianjin, China"," Microsoft Research, Beijing, China",Hashtag-based sub-event discovery using mutually generative LDA in Twitter
15," IIIS, Tsinghua University, Beijing, China"," IIIS, Tsinghua University, Beijing, China",PEAK: pyramid evaluation via automated knowledge extraction
