,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
319,319,James L Sharpnack,Male,CMU,Aarti Singh,Female,CMU,Near-optimal Anomaly Detection in Graphs using Lovasz Extended Scan Statistic.
320,320,Kohei Hayashi,Male,Preferred Networks,Ryohei Fujimaki,Male,NEC Data Science Research Laboratories,Factorized Asymptotic Bayesian Inference for Latent Feature Models.
321,321,Aasa Feragen,Male,MPI Tübingen & University of Copenhagen,Karsten Borgwardt,Male,ETH Zurich,Scalable kernels for graphs with continuous attributes.
322,322,Chris Hinrichs,Male,UW-Madison,Vikas Singh,Male,UW-Madison,Speeding up Permutation Testing in Neuroimaging.
323,323,Paul Wagner,Male,Aalto University,Paul Wagner,Male,Aalto University,Optimistic policy iteration and natural actor-critic: A unifying view and a non-optimality result.
324,324,Victor Gabillon,Male,INRIA,Bruno Scherrer,Male,INRIA,Approximate Dynamic Programming Finally Performs Well in the Game of Tetris.
325,325,Andrea Frome,Male,Google Research,Tomas Mikolov,Male,Google Research,DeViSE: A Deep Visual-Semantic Embedding Model.
326,326,Viliam Lisy,Male,CTU in Prague,Branislav Bosansky,Male,CTU in Prague,Convergence of Monte Carlo Tree Search in Simultaneous Move Games.
327,327,Marius Pachitariu,Male,"Gatsby Unit, UCL",Maneesh Sahani,Male,"Gatsby Unit, UCL",Extracting regions of interest from biological images with convolutional sparse block coding.
328,328,Alessandro Perina,Male,Microsoft Research,Andrzej Truski,Male,Microsoft Research,Documents as multiple overlapping windows into grids of counts.
329,329,Boqing Gong,Male,University of Southern California (USC),Fei Sha,Male,University of Southern California (USC),Reshaping Visual Datasets for Domain Adaptation.
330,330,Matteo Pirotta,Male,Politecnico di Milano,Luca Bascetta,Male,Politecnico di Milano,Adaptive Step-Size for Policy Gradient Methods.
331,331,Sheeraz Ahmad,Male,UC San Diego,Angela Yu,Female,UC San Diego,Context-sensitive active sensing in humans.
332,332,Mahdi Milani Fard,Male,McGill University,Doina Precup,Female,McGill University / Mila / DeepMind Montreal,Bellman Error Based Feature Generation using Random Projections on Sparse Spaces.
333,333,Mohammad Amin Sadeghi,Male,University of Illinois at Urbana-Champaign,David Forsyth,Male,University of Illinois at Urbana-Champaign,Fast Template Evaluation with Vector Quantization.
334,334,Stefan Mathe,Male,University of Toronto,Cristian Sminchisescu,Male,Google Research,Action from Still Image Dataset and Inverse Optimal Control to Learn Task Specific Visual Scanpaths.
335,335,Liam MacDermed,Male,Google,Charles Isbell,Male,Georgia Tech,Point Based Value Iteration with Optimal Belief Compression for Dec-POMDPs.
336,336,Karen Simonyan,Male,Google DeepMind,Andrew Zisserman,Male,DeepMind & University of Oxford,Deep Fisher Networks for Large-Scale Image Classification.
337,337,Marcelo Fiori,Male,"Universidad de la República, Uruguay",Guillermo Sapiro,Male,Duke University,Robust Multimodal Graph Matching: Sparse Coding Meets Graph Matching.
338,338,Sergey Levine,Male,UC Berkeley,Vladlen Koltun,Male,Adobe Research,Variational Policy Search via Trajectory Optimization.
