,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
179,179,Xinhua Zhang,Male,University of Illinois at Chicago (UIC),Yee Whye Teh,Male,"University of Oxford, DeepMind",Learning with Invariance via Linear Functionals on Reproducing Kernel Hilbert Space.
180,180,Guang-Tong Zhou,Male,Simon Fraser University,Greg Mori,Male,Borealis AI,Latent Maximum Margin Clustering.
181,181,Maria-Florina F Balcan,Female,Georgia Tech,Yingyu Liang,Male,Princeton University,Distributed k-means and k-median clustering on general communication topologies.
182,182,Kevin Swersky,Male,Google,Ryan Adams,Male,Princeton University,Multi-Task Bayesian Optimization.
183,183,Matthias Hein,Male,University of Tübingen,Syama Sundar Rangapuram,Male,Saarland University,The Total Variation on Hypergraphs - Learning on Hypergraphs Revisited.
184,184,David Lopez-Paz,Male,Facebook AI Research,Bernhard Schölkopf,Male,"MPI for Intelligent Systems, Tübingen",The Randomized Dependence Coefficient.
185,185,Ulrike von Luxburg,Male,University of Tübingen,Morteza Alamgir,Male,University of Hamburg,Density estimation from unweighted k-nearest neighbor graphs: a roadmap.
186,186,Michalis Titsias,Male,DeepMind,Miguel Lazaro-Gredilla,Male,Universidad Carlos III de Madrid,Variational Inference for Mahalanobis Distance Metrics in Gaussian Process Regression.
187,187,Ryan D Turner,Male,Northrop Grumman,Clay J Stanek,Male,Northrop Grumman,Online Variational Approximations to non-Exponential Family Change Point Models: With Application to Radar Tracking.
188,188,Yichao Lu,Male,University of Pennsylvania,Lyle Ungar,Male,University of Pennsylvania,Faster Ridge Regression via the Subsampled Randomized Hadamard Transform.
189,189,Özgür Şimşek,Male,Max Planck Institute for Human Development,Özgür Şimşek,Male,Max Planck Institute for Human Development,Linear decision rule as aspiration for simple decision heuristics.
190,190,Yanshuai Cao,Male,BorealisAI,Aaron Hertzmann,Male,Adobe Research,Efficient Optimization for Sparse Gaussian Process Regression.
191,191,Wojciech Zaremba,Male,OpenAI,Matthew B Blaschko,Male,KU Leuven,"B-test: A Non-parametric, Low Variance Kernel Two-sample Test."
192,192,Fabian L Wauthier,Male,Amazon,Michael Jordan,Male,UC Berkeley,A Comparative Framework for Preconditioned Lasso Algorithms.
193,193,Kewei Tu,Male,UCLA,Song-Chun Zhu,Male,UCLA,Unsupervised Structure Learning of Stochastic And-Or Grammars.
194,194,Harish G Ramaswamy,Male,Indian Institute of Science,Ambuj Tewari,Male,University of Michigan,Convex Calibrated Surrogates for Low-Rank Loss Matrices with Applications to Subset Ranking Losses.
195,195,Noga Alon,Male,Tel Aviv University,Yishay Mansour,Male,Tel Aviv University / Google,From Bandits to Experts: A Tale of Domination and Independence.
196,196,Daniel Vainsencher,Male,Princeton,Huan Xu,Male,National University of Singapore,Learning Multiple Models via Regularized Weighting.
197,197,Anirban Roychowdhury,Male,Facebook,Brian Kulis,Male,Boston University,Small-Variance Asymptotics for Hidden Markov Models.
198,198,Behzad Golshan,Male,Boston University,Evimaria Terzi,Female,Boston University,What do row and column marginals reveal about your dataset?.
