,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
259,259,Ben Shababo,Male,Columbia University,Liam Paninski,Male,Columbia University,Bayesian Inference and Online Experimental Design for Mapping Neural Microcircuits.
260,260,Hu Ding,Male,SUNY at Buffalo,Jinhui Xu,Male,SUNY at Buffalo,k-Prototype Learning for 3D Rigid Structures.
261,261,Nathaniel Korda,Male,INRIA,Remi Munos,Male,Google DeepMind,Thompson Sampling for 1-Dimensional Exponential Family Bandits.
262,262,Barbara Rakitsch,Female,MPI Tübingen,Oliver Stegle,Male,German Cancer Research Center,It is all in the noise: Efficient multi-task Gaussian process inference with structured residuals.
263,263,Lee H Dicker,Male,Rutgers University/Amazon,Dean P Foster,Male,University of Pennsylvania,One-shot learning and big data with n=2.
264,264,Isik B Fidaner,Male,Boğaziçi University,A. Taylan Cemgil,Male,Boğaziçi University,Summary Statistics for Partitionings and Feature Allocations.
265,265,Cosma Shalizi,Male,CMU,Aryeh Kontorovich,Male,Ben Gurion University,Predictive PAC Learning and Process Decompositions.
266,266,Aijun Bai,Male,University of Science and Technology of China (USTC),Xiaoping Chen,Male,University of Science and Technology of China (USTC),Bayesian Mixture Modelling and Inference based Thompson Sampling in Monte-Carlo Tree Search.
267,267,Samory Kpotufe,Male,Princeton University,Francesco Orabona,Male,Boston University,Regression-tree Tuning in a Streaming Setting.
268,268,Qiang Liu,Male,UC Irvine,Mark Steyvers,Male,UC Irvine,Scoring Workers in Crowdsourcing: How Many Control Questions are Enough?.
269,269,Amit Daniely,Male,Hebrew University and Google Research,Shai Shalev-Shwartz,Male,Mobileye & HUJI,More data speeds up training time in learning halfspaces over sparse vectors.
270,270,Andriy Mnih,Male,DeepMind,koray kavukcuoglu,Male,Google Deepmind,Learning word embeddings efficiently with noise-contrastive estimation.
271,271,Daniel Hernández-lobato,Male,Universidad Autonoma de Madrid,José Miguel Hernández-Lobato,Male,University of Cambridge,Learning Feature Selection Dependencies in Multi-task Learning.
272,272,Tuo Zhao,Male,Johns Hopkins University       Princeton University,Han Liu,Male,Tencent AI Lab,Sparse Inverse Covariance Estimation with Calibration.
273,273,Naiyan Wang,Male,Hong Kong University of Science and Technology,Dit-Yan Yeung,Male,Hong Kong University of Science and Technology,Learning a Deep Compact Image Representation for Visual Tracking.
274,274,Eunho Yang,Male,IBM Research,Zhandong Liu,Male,Baylor College of Medicine,Conditional Random Fields via Univariate Exponential Families.
275,275,Cho-Jui Hsieh,Male,UCLA,Russell Poldrack,Male,University of Texas,BIG & QUIC: Sparse Inverse Covariance Estimation for a Million Variables.
276,276,Shaodan Zhai,Male,Wright State University,Shaojun Wang,Male,Wright State University,Direct 0-1 Loss Minimization and Margin Maximization with Boosting.
277,277,Wouter M Koolen,Male,Centrum Wiskunde & Informatica,Wouter M Koolen,Male,Centrum Wiskunde & Informatica,The Pareto Regret Frontier.
278,278,Eshcar Hillel,Male,Yahoo! Labs,Oren Somekh,Male,Yahoo! Labs,Distributed Exploration in Multi-Armed Bandits.
