,Unnamed: 0,first-author,,first-author-affiliation,last-author,,last-author-affiliation,title
119,119,Elias Bareinboim,Male,Purdue University ,Judea Pearl,Male,UCLA,Transportability from Multiple Environments with Limited Experiments.
120,120,Ioannis Mitliagkas,Male,University of Montreal,Prateek Jain,Male,Microsoft Research,"Memory Limited, Streaming PCA."
121,121,Troy Lee,Male,Centre for Quantum Technologies,Adi Shraibman,Male,Weizmann Institute of Science,Matrix Completion From any Given Set of Observations.
122,122,Yao-Liang Yu,Male,University of Waterloo,Yao-Liang Yu,Male,University of Waterloo,On Decomposing the Proximal Map.
123,123,Nagarajan Natarajan,Male,"Microsoft Research, India",Ambuj Tewari,Male,University of Michigan,Learning with Noisy Labels.
124,124,Guy Van den Broeck,Male,UCLA,Adnan Darwiche,Male,UCLA,On the Complexity and Approximation of Binary Evidence in Lifted Inference.
125,125,Stefan Wager,Male,Stanford University,Percy Liang,Male,Stanford University,Dropout Training as Adaptive Regularization.
126,126,Cristina Savin,Female,University of Cambridge,Mate Lengyel,Male,University of Cambridge,Correlations strike back (again): the case of associative memory retrieval.
127,127,Fang Han,Male,Johns Hopkins University,Han Liu,Male,Tencent AI Lab,Robust Sparse Principal Component Regression under the High Dimensional Elliptical Model.
128,128,Martin Slawski,Male,Saarland University,Pavlo Lutsik,Male,Saarland University,Matrix factorization with binary components.
129,129,Pierre Baldi,Male,UC Irvine,Peter Sadowski,Male,University of Hawai‘i,Understanding Dropout.
130,130,Krzysztof M Choromanski,Male,Google Brain Robotics,Kui Tang,Male,Columbia University,Adaptive Anonymity via $b$-Matching.
131,131,Yacine Jernite,Male,Facebook FAIR NYC,David Sontag,Male,MIT,Discovering Hidden Variables in Noisy-Or Networks using Quartet Tests.
132,132,Cheston Tan,Male,"Institute for Infocomm Research, Singapore",Tomaso Poggio,Male,MIT,Neural representation of action sequences: how far can a simple snippet-matching model take us?.
133,133,Jeff W Miller,Male,Brown University,Matthew T Harrison,Male,Brown University,A simple example of Dirichlet process mixture inconsistency for the number of components.
134,134,Marius Pachitariu,Male,"Gatsby Unit, UCL",Maneesh Sahani,Male,"Gatsby Unit, UCL",Recurrent linear models of simultaneously-recorded neural   populations.
135,135,Justin Domke,Male,NICTA,Justin Domke,Male,NICTA,Structured Learning via Logistic Regression.
136,136,Christian Albers,Male,University of Bremen,Klaus R Pawelzik,Male,Universität Bremen,Perfect Associative Learning with Spike-Timing-Dependent Plasticity.
137,137,Amin Karbasi,Male,Yale University,Lav R Varshney,Male,IBM Watson Research Center,Noise-Enhanced Associative Memories.
138,138,Benigno Uria,Male,University of Edinburgh,Hugo Larochelle,Male,Twitter,RNADE: The real-valued neural autoregressive density-estimator.
