,Unnamed: 0,first-author,first-author-affiliation,last-author,last-author-affiliation,title
0,0,Balazs B Ujfalussy,University of Cambridge,Mate Lengyel,University of Cambridge,Active dendrites: adaptation to spike-based communication.
1,1,Andrew E Waters,Rice University,Richard Baraniuk,Rice University,SpaRCS: Recovering low-rank and sparse matrices from compressive measurements.
2,2,David Duvenaud,University of Toronto,Carl Edward Rasmussen,University of Cambridge,Additive Gaussian Processes.
3,3,Nitesh Shroff,University of Maryland,Rama Chellappa,University of Maryland College Park,Manifold Precis: An Annealing Technique for Diverse Sampling of Manifolds.
4,4,Trung T Pham,The University of Adelaide,David Suter,The University of Adelaide,Simultaneous Sampling and Multi-Structure Fitting with Adaptive Reversible Jump MCMC.
5,5,Tingting Zhao,Tokyo Institute of Technology,Masashi Sugiyama,RIKEN / University of Tokyo,Analysis and Improvement of Policy Gradient Estimation.
6,6,Francis Bach,INRIA - Ecole Normale Superieure,Francis Bach,INRIA - Ecole Normale Superieure,Shaping Level Sets with Submodular Functions.
7,7,David Adametz,University of Basel,Volker Roth,University of Basel,Bayesian Partitioning of Large-Scale Distance Data.
8,8,Charles Dubout,IDIAP,François Fleuret,University of Geneva,Boosting with Maximum Adaptive Sampling.
9,9,Adam Coates,Baidu Research,Andrew Y Ng,DeepLearning.AI,Selecting Receptive Fields in Deep Networks.
10,10,Joris M Mooij,Radboud University Nijmegen,Bernhard Schölkopf,"MPI for Intelligent Systems, Tübingen",Causal Discovery with Cyclic Additive Noise Models.
11,11,Daniel Hernández-lobato,Universidad Autonoma de Madrid,Pierre Dupont,Louvain University,Robust Multi-Class Gaussian Process Classification.
12,12,Scott Niekum,University of Massachusetts Amherst,Andrew G Barto,University of Massachusetts,Clustering via Dirichlet Process Mixture Models for Portable Skill Discovery.
13,13,Minmin Chen,Amazon Inc.,John Blitzer,Google Research,Co-Training for Domain Adaptation.
14,14,Loc X Bui,Technion,Shie Mannor,Technion,Committing Bandits.
15,15,Patrick O Perry,NYU,Michael W Mahoney,UC Berkeley,Regularized Laplacian Estimation and Fast Eigenvector Approximation.
16,16,David S Choi,Carnegie Mellon University,Edo M Airoldi,Harvard University,Confidence Sets for Network Structure.
17,17,Vikas C Raykar,IBM Research,Shipeng Yu,Siemens Medical Solutions,Ranking annotators for crowdsourced labeling tasks.
18,18,Yichuan Zhang,University of Edinburgh,Charles Sutton,Google,Quasi-Newton Methods for Markov Chain Monte Carlo.
19,19,Richard Turner,University of Cambridge,Maneesh Sahani,"Gatsby Unit, UCL",Probabilistic amplitude and frequency demodulation.
20,20,Fahad S Khan,Computer Vision Center,Maria Vanrell,Computer Vision Center,Portmanteau Vocabularies for Multi-Cue Image Representation.
21,21,Alessandro Bergamo,Dartmouth College,Andrew Fitzgibbon,Microsoft Research,PiCoDes: Learning a Compact Code for Novel-Category Recognition.
22,22,Kumar Sricharan,University of Michigan Ann Arbor,Alfred Hero,University of Michigan,Efficient anomaly detection using bipartite k-NN graphs.
23,23,Rina Foygel,Stanford University,Nati Srebro,TTI-Chicago,Learning with the weighted trace-norm under arbitrary sampling distributions.
24,24,Andrew M Saxe,Stanford University,Andrew Y Ng,DeepLearning.AI,Unsupervised learning models of primary cortical receptive fields and receptive field plasticity.
25,25,Michalis Titsias,Athens University of Economics and Business,Miguel Lazaro-Gredilla,Universidad Carlos III de Madrid,Spike and Slab Variational Inference for Multi-Task and Multiple Kernel Learning.
26,26,Sham M Kakade,Microsoft Research,Ohad Shamir,Weizmann Institute of Science,Efficient Learning of Generalized Linear and Single Index Models with Isotonic Regression.
27,27,João V Messias,"Instituto Superior Técnico, 501 507 930 TU Lisbon",Pedro U Lima,"Instituto Superior Técnico, TU Lisbon",Efficient Offline Communication Policies for Factored Multiagent POMDPs.
28,28,Philipp Hennig,University of Tübingen and MPI Tübingen,Philipp Hennig,University of Tübingen and MPI Tübingen,Optimal Reinforcement Learning for Gaussian Systems.
29,29,Martin B Stemmler,LMU Munich,Jeremy Niven,University of Sussex,Energetically Optimal Action Potentials.
30,30,Ryota Kobayashi,Ritsumeikan University,Shigeru Shinomoto,Kyoto University,Estimating time-varying input signals and ion channel states from a single voltage trace of a neuron.
31,31,Guillaume Desjardins,Universite de Montreal,Yoshua Bengio,University of Montreal,On Tracking The Partition Function.
32,32,Vikas Sindhwani,Google,Aurelie C Lozano,IBM Research,Non-parametric Group Orthogonal Matching Pursuit for Sparse Learning with Multiple Kernels.
33,33,James Petterson,NICTA,Tiberio Caetano,NICTA Canberra,Submodular Multi-Label Learning.
34,34,David Wingate,Brigham Young University,Jeffrey M Siskind,Purdue University,Nonstandard Interpretations of Probabilistic Programs for Efficient Inference.
35,35,James Bergstra,Kindred,Balázs Kégl,Huawei France,Algorithms for Hyper-Parameter Optimization.
36,36,Ali Tofigh,McGill University,Jens Lagergren,KTH,A Global Structural EM Algorithm for a Model of Cancer Progression.
37,37,Philip Thomas,University of Massachusetts Amherst,Philip Thomas,University of Massachusetts Amherst,Policy Gradient Coagent Networks.
38,38,Sergey Levine,Stanford University,Vladlen Koltun,Adobe Research,Nonlinear Inverse Reinforcement Learning with Gaussian Processes.
39,39,Alex K Susemihl,Berlin Institute of Technology,Manfred Opper,TU Berlin,Analytical Results for the Error in Filtering of Gaussian Processes.
40,40,Anatoli Juditsky,UJF,Boris T Polyak,"Institute for Control Sciences, RAS Moscow",On the accuracy of l1-filtering of signals with block-sparse structure.
41,41,Julie Dethier,University of Liege,Kwabena A Boahen,Stanford University,A Brain-Machine Interface Operating with a Real-Time Spiking Neural Network Control Algorithm.
42,42,Liu Yang,CMU,Liu Yang,CMU,Active Learning with a Drifting Distribution.
43,43,Luca Oneto,University of Genoa,Sandro Ridella,"University of Genoa, Italy",The Impact of Unlabeled Patterns in Rademacher Complexity Theory for Kernel Classifiers.
44,44,Ricardo Silva,University College London,Ricardo Silva,University College London,Thinning Measurement Models and Questionnaire Design.
45,45,Jaedeug Choi,KAIST,Kee-Eung Kim,KAIST,MAP Inference for Bayesian Inverse Reinforcement Learning.
46,46,Joseph Lim,MIT,Antonio Torralba,Massachusetts Institute of Technology,Transfer Learning by Borrowing Examples.
47,47,Taiji Suzuki,The University of Tokyo/RIKEN-AIP,Taiji Suzuki,The University of Tokyo/RIKEN-AIP,Unifying Framework for Fast Learning Rate of Non-Sparse Multiple Kernel Learning.
48,48,Matthias Hein,University of Tübingen,Simon Setzer,Saarland University,Beyond Spectral Clustering - Tight Relaxations of Balanced Graph Cuts.
49,49,Paramveer Dhillon,University of Pennsylvania,Lyle Ungar,University of Pennsylvania,Multi-View Learning of Word Embeddings via CCA.
50,50,Yusuke Watanabe,The Institute of Statistical Mathematics,Yusuke Watanabe,The Institute of Statistical Mathematics,Uniqueness of Belief Propagation on Signed Graphs.
51,51,David A Knowles,Stanford University,Tom Minka,MSR,Non-conjugate Variational Message Passing for Multinomial and Binary Regression.
52,52,Andreas Geiger,KIT,Raquel Urtasun,University of Toronto,Joint 3D Estimation of Objects and Scene Layout.
53,53,Sasha Rakhlin,University of Pennsylvania,Ambuj Tewari,University of Michigan,"Online Learning: Stochastic, Constrained, and Smoothed Adversaries."
54,54,Matthew D Zeiler,NYU / Clarifai,Rob Fergus,DeepMind / NYU,Facial Expression Transfer with Input-Output Temporal Restricted Boltzmann Machines.
55,55,Prateek Jain,Microsoft Research,Inderjit Dhillon,UT Austin & Amazon,Orthogonal Matching Pursuit with Replacement.
