,first-author-affiliation,last-author-affiliation,title
0," Institute for Logic, Language and Computation, University of Amsterdam"," Institute for Logic, Language and Computation, University of Amsterdam",Aggregating dependency graphs into voting agendas in multi-issue elections
1," Harvard University, Cambridge, MA"," Charles River Analytics, Cambridge, MA",Using emotions to enhance decision-making
2, Stanford University, Stanford University,Hustling in repeated zero-sum games with imperfect execution
3," School of Physical and Mathematical Sciences, Nanyang Technological University, Singapore"," School of Physical and Mathematical Sciences, Nanyang Technological University, Singapore",Dynamics of profit-sharing games
4," Department of Informatics, Technische Universität München, München, Germany"," Department of Informatics, Technische Universität München, München, Germany",Optimal partitions in additively separable hedonic games
5," Microsoft Research, Cambridge, UK"," AGH University of Science and Technology, Kraków, Poland",Coalitional voting manipulation: a game-theoretic perspective
6," TU Berlin, Berlin, Germany"," TU Eindhoven, Eindhoven, The Netherlands",Unweighted coalitional manipulation under the Borda rule Is NP-hard
7," Vrije Universiteit Brussel, Brussels, Belgium"," Vrije Universiteit Brussel, Brussels, Belgium",Simulating the emergence of grammatical agreement in multi-agent language games
8, Cornell University, Cornell University,Approximately strategy-proof voting
9," ONERA-DTIM, Toulouse, France"," LAMSADE, Université Paris-Dauphine",A general elicitation-free protocol for allocating indivisible goods
10," Technische Universität München, Munich, Germany"," Technische Universität München, Munich, Germany",Group-strategyproof irresolute social choice functions
11," Technische Universität München, München, Germany"," Technische Universität München, München, Germany",On the fixed-parameter tractability of composition-consistent tournament solutions
12," School of Computer Science, University of Waterloo, Canada"," School of Computer Science, University of Waterloo, Canada",Social distance games
13," University of Tulsa, Tulsa, Oklahoma"," University of Tulsa, Tulsa, Oklahoma",Modeling the emergence and convergence of norms
14," Department of Informatics, Clausthal University of Technology, Germany"," Intelligent Systems Group, Utrecht University, The Netherlands",Verifying normative behaviour via normative mechanism design
15," Department of Informatics, Clausthal University of Technology, Germany"," Computer Science and Communication, University of Luxembourg",Alternating epistemic Mu-calculus
16," Department of Computing Science, University of Aberdeen, Scotland, UK"," Robotics Institute, Carnegie Mellon University, Pittsburgh, PA",Trust decision-making in multi-agent systems
17," SnT, Université du Luxembourg, Luxembourg"," ILIAS / SnT, Université du Luxembourg, Luxembourg",Manipulation in group argument evaluation
18, University of Patras, Harvard SEAS,Towards more expressive cake cutting
19," Yahoo! Research, New York, NY"," Yahoo! Research, New York, NY",Efficient mechanisms with risky participation
20," Departamento LSI, UNED, Madrid, Spain"," CETINIA, Universidad Rey Juan Carlos, Móstoles, Spain",Using incentive mechanisms for an adaptive regulation of open multi-agent systems
21," Aston University, Birmingham, United Kingdom"," City University of Hong Kong, Hong Kong SAR, China",AstonCAT-plus: an efficient specialist for the TAC market design tournament
22," Division of Mathematical Sciences, Nanyang Technological University, Singapore"," Yahoo! Research, Santa Clara, CA",A market clearing solution for social lending
23," Department of Computer Science, Duke University, Durham, NC"," Department of Computer Science, Duke University, Durham, NC",Hypercubewise preference aggregation in multi-issue domains
24," Université de Nice Sophia, Antipolis, France"," INRIA, Sophia Antipolis, France",Changing one's mind: erase or rewind? possibilistic belief revision with fuzzy argumentation based on trust
25," Dept. of Pure and Applied Mathematics, Univ. of Padova, Padova, Italy"," Dept. of Pure and Applied Mathematics, Univ. of Padova, Padova, Italy",Multi-agent soft constraint aggregation via sequential voting
26," Department of Computer Science, University of Bristol, Bristol, UK"," Department of Computer Science, University of Bristol, Bristol, UK",Human-agent auction interactions: adaptive-aggressive agents dominate
27," School of Physical and Mathematical Sciences, Nanyang Technological University, Singapore"," LAMSADE, Univ. Paris-Dauphine, France",Choosing collectively optimal sets of alternatives based on the condorcet criterion
28," Computer Science Department, Carnegie Mellon University, Pittsburgh, PA"," Computer Science Department, Carnegie Mellon University, Pittsburgh, PA",Action selection via learning behavior patterns in multi-robot domains
29," Department of Computing, Imperial College London, UK"," Department of Computing, Imperial College London, UK",Assumption-based argumentation dialogues
30," Institute for Logic, Language and Computation, University of Amsterdam"," Institute for Logic, Language and Computation, University of Amsterdam",Binary aggregation with integrity constraints
31," Department of Mathematics, Towson University, Towson and Institute for Advanced Computer Studies, University of Maryland, College Park"," Institute for Advanced Computer Studies, University of Maryland, College Park",Manipulating boolean games through communication
32," Dipartimento di Matematica, Università della Calabria, Rende, Italy"," D.E.I.S., Università della Calabria, Rende, Italy",On the complexity of the core over coalition structures
33," Computer Science Department, Technion-Israel Institute of Technology, Haifa, Israel"," Computer Science Department, Technion-Israel Institute of Technology, Haifa, Israel",Max-Prob: an unbiased rational decision making procedure for multiple-adversary environments
34," IRIT-CNRS, France"," University of Essex, UK",A dynamic logic of normative systems
