,first-author-affiliation,last-author-affiliation,title
0," School of Information Systems, Singapore Management University, Singapore"," School of Information Systems, Singapore Management University, Singapore",Proactive and reactive coordination of non-dedicated agent teams operating in uncertain environments
1," Dept. of Mechanical Engg., University of Maryland"," Dept. of Mechanical Engg., University of Maryland",Diverse weighted bipartite b-matching
2," UNSW Sydney, TU Berlin"," UNSW Sydney, TU Berlin",Pure nash equilibria in online fair division
3," Department of Informatics, Modeling, Electronics and System Engineering, University of Calabria, Italy"," Department of Informatics, Modeling, Electronics and System Engineering, University of Calabria, Italy",Efficient computation of extensions for dynamic abstract argumentation frameworks: an incremental approach
4," IRIT, CNRS, Université de Toulouse, France"," CRIL, CNRS, Université d'Artois, France",Acceptability semantics for weighted argumentation frameworks
5," IRIT, CNRS, Université de Toulouse, France"," CRIL, CNRS, Université d'Artois, France",Measuring the intensity of attacks in argumentation graphs with shapley value
6, IST Austria, The Hebrew University,An abstraction-refinement methodology for reasoning about network games
7," Data61, CSIRO and UNSW, Sydney, Australia"," University of Bristol, Bristol, UK",Pareto optimal allocation under uncertain preferences
8," Data61, Sydney, Australia and UNSW, Sydney, Australia"," TU Berlin, Berlin, Germany",The condorcet principle for multiwinner elections: from shortlisting to proportionality
9," Laboratoire IBISC, UEVE and IRIT Toulouse"," DIETI, Università degli Studi di Napoli",Verification of broadcasting multi-agent systems against an epistemic strategy logic
10," Laboratoire IBISC, UEVE, IRIT Toulouse, France"," Department of Computing, Imperial College London, UK",Parameterised verification of data-aware multi-agent systems
11, ISG-Tunis," INRA-MIAT, Université de Toulouse",Equilibria in ordinal games: a framework based on possibility theory
12," Department of Computer Science, University of North Carolina at Chapel Hill"," Department of Computer Science, University of North Carolina at Chapel Hill","Aggressive, tense, or shy? identifying personality traits from crowd videos"
13," Department of Informatics, University of Zurich"," Department of Informatics, University of Zurich",Computing Bayes-nash equilibria in combinatorial auctions with continuous value and action spaces
14," LIG, Grenoble INP, France"," CNRS, U. Paris-Dauphine, PSL, France",Voting by sequential elimination with few voters
15," LIG, Grenoble INP, France"," University of Oxford, UK",Fair division of a graph
16, University of Patras, University of Patras,Bounding the inefficiency of compromise
17, University of Patras, University of Patras,Learning a ground truth ranking using noisy approval votes
18," School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ"," School of Computing, Informatics, and Decision Systems Engineering, Arizona State University, Tempe, AZ",Plan explanations as model reconciliation: moving beyond explanation as soliloquy
19, Washington University in St. Louis, Washington University in St. Louis,Coordinated versus decentralized exploration in multi-agent multi-armed bandits
20," University of Southampton, Southampton, United Kingdom"," Politecnico di Milano, Milano, Italy",Pessimistic leader-follower equilibria with multiple followers
21, University of Otago, Utrecht University,No pizza for you: value-based plan selection in BDI agents
22," Univ. Grenoble Alpes, Grenoble, INRIA, France"," Univ. Grenoble Alpes, Grenoble, INRIA, France",Interaction-based ontology alignment repair with expansion and relaxation
23," AGH University, Krakow, Poland"," Weizmann Institute of Science, Rehovot, Israel",Multiwinner rules on paths from k-borda to Chamberlin-Courant
24," Computer Science Department, Carnegie Mellon University"," Computer Science Department, Carnegie Mellon University",Operation frames and clubs in kidney exchange
25," Department of Computer Science, Middlesex University, London, UK"," Department of Computer Science, University of Surrey, Guilford, UK",A novel symbolic approach to verifying epistemic properties of programs
26," Univ. Paris-Dauphine, PSL Research University, CNRS, LAMSADE, Paris, France"," Univ. Paris-Dauphine, PSL Research University, CNRS, LAMSADE, Paris, France",Object allocation via swaps along a social network
27," University of California, Berkeley"," University of California, Berkeley",The off-switch game
28," [email protected] Corporate Lab, School of Computer Science and Engineering, Nanyang Technological University, Singapore"," [email protected] Corporate Lab, School of Computer Science and Engineering, Nanyang Technological University, Singapore",Optimal posted-price mechanism in microtask crowdsourcing
29," School of Physical and Mathematical Sciences, Nanyang Technological University"," School of Physical and Mathematical Sciences, Nanyang Technological University",Online roommate allocation problem
30," Tokyo Institute of Technology and RIKEN AIP Center, Tokyo, Japan"," University of Electro-Communications and RIKEN AIP Center, Tokyo, Japan",Near-feasible stable matchings with budget constraints
31," Institute of Logic and Cognition, Sun Yat-sen University"," Department of Information Systems, National Institute of Technology, Sendai College",A Bayesian approach to argument-based reasoning for attack estimation
32," Lancaster University, Lancaster, United Kingdom"," North Carolina State University, Raleigh, NC",Tosca: operationalizing commitments over information protocols
33," Delft University of Technology, Delft, The Netherlands"," Delft University of Technology, Delft, The Netherlands",Omniscient debugging for cognitive agent programs
34, Hebrew University of Jerusalem, Hebrew University of Jerusalem,Convergence and quality of iterative voting under non-scoring rules
35," CRIL, CNRS, UMR, Université d'Artois, France"," CRIL, CNRS, UMR, Université d'Artois, France",Constraint-based symmetry detection in general game playing
36," Department of Computing, Imperial College London, UK and University of Naples ""Federico II"", Italy"," Department of Computing, Imperial College London, UK",Verifying fault-tolerance in parameterised multi-agent systems
37," Computer Science Department, Carnegie Mellon University"," Computer Science Department, Carnegie Mellon University",Smoothing method for approximate extensive-form perfect equilibrium
38," Department of Computer Science, Bar Ilan University, Israel"," School of Computer Science, College of Management, Israel",Contest design with uncertain performance and costly participation
39," School of Computing, National University of Singapore"," School of Computing, National University of Singapore",Representativeness-aware aspect analysis for brand monitoring in social media
40," Harvard University, Cambridge, MA"," University of Michigan, Ann Arbor, MI",Crowd learning: improving online decision making using crowdsourced data
