,first-author-affiliation,last-author-affiliation,title
0," Key Laboratory of Shanghai Education Commission for Intelligent Interaction and Cognitive Engineering, Department of Computer Science and Engineering, Shanghai Jiao Tong University"," Microsoft Research, Beijing, P. R. China",Offline sketch parsing via shapeness estimation
1," The Pennsylvania State University University Park, PA"," National University of Singapore, Singapore",Multi-document abstractive summarization using ILP based multi-sentence compression
2," Universitat Pompeu Fabra, Barcelona, Spain"," Universitat Pompeu Fabra, Barcelona, Spain",Do we criticise (and laugh) in the same way? automatic detection of multi-lingual satirical news in twitter
3," University of Liverpool, Shizuoka University, National Institute of Informatics, JST, ERATO"," University of Liverpool, Shizuoka University, National Institute of Informatics, JST, ERATO",Embedding semantic relations into word representations
4," Department of Computer Science, University of Waikato"," Department of Computer Science, University of Waikato","Positive, negative, or neutral: learning an expanded opinion lexicon from emoticon-annotated tweets"
5," Dept. of Computer Science and Techn., State Key Lab on Intelligent Techn. and Systems, National Lab for Inf. Science and Techn., Tsinghua Univ., Beijing, China and Jiangsu Collaborative Innovation Center for Language Ability, Jiangsu Normal University, Xuzhou, China"," Department of Computer Science and Technology, State Key Lab on Intelligent Technology and Systems, National Lab for Information Science and Technology, Tsinghua University, Beijing, China",Joint learning of character and word embeddings
6," State Key Lab of Software Development Environment, Beihang University, Beijing, China"," State Key Lab of Software Development Environment, Beihang University, Beijing, China",A hybrid neural model for type classification of entity mentions
7," State Key Laboratory of Intelligent Technology and Systems, Tsinghua National Laboratory for Information Science and Technology, Department of Computer Sci. and Tech., Tsinghua University, Beijing, China", Toshiba (China) R&D Center,Iterative learning of parallel lexicons and phrases from non-parallel corpora
8," Graduate School of System Informatics, Kobe University, Japan"," Graduate School of System Informatics, Kobe University, Japan",Word-error correction of continuous speech recognition based on normalized relevance distance
9," University of Texas at Dallas, Richardson, TX"," University of Texas at Dallas, Richardson, TX",Joint POS tagging and text normalization for informal text
10," Department of Systems Engineering and Engineering Management, The Chinese University of Hong Kong, Hong Kong"," Department of Systems Engineering and Engineering Management, The Chinese University of Hong Kong, Hong Kong",Reader-aware multi-document summarization via sparse coding
11," Tsinghua University, Beijing, China"," Samsung R&D Institute, Beijing, China",Incorporating domain and sentiment supervision in representation learning for domain adaptation
12," Shanghai Key Laboratory of Data Science, Fudan University, School of Computer Science, Fudan University, Shanghai, China"," Shanghai Key Laboratory of Data Science, Fudan University, School of Computer Science, Fudan University, Shanghai, China",Learning context-sensitive word embeddings with neural tensor skip-gram model
13," School of Computer Science and Engineering, Southeast University, China and Key Laboratory of Computer Network and Information Integration, (Southeast University) Ministry of Education, China"," Department of Computer Science, Texas Tech University",Automated rule selection for aspect extraction in opinion mining
14," NLP Group and Research Training Group AIPHES, Heidelberg Institute for Theoretical Studies gGmbH, Heidelberg, Germany"," NLP Group and Research Training Group AIPHES, Heidelberg Institute for Theoretical Studies gGmbH, Heidelberg, Germany","Integrating importance, non-redundancy and coherence in graph-based extractive summarization"
15," Shanghai Key Laboratory of Data Science, Fudan University"," Shanghai Key Laboratory of Data Science, Fudan University, School of Computer Science, Fudan University, Shanghai, China",Convolutional neural tensor network architecture for community-based question answering
16," School of Computer Science, Carnegie Mellon University"," School of Computer Science, Carnegie Mellon University",An active learning approach to coreference resolution
17," School of Computing, Informatics & Decision Systems Engineering, Arizona State University, Tempe, AZ"," School of Computing, Informatics & Decision Systems Engineering, Arizona State University, Tempe, AZ",Towards addressing the winograd schema challenge: building and using a semantic parser and a knowledge hunting module
18," School of Computer Science, Shanghai Key Laboratory of Data Science, Fudan University, Shanghai, China"," School of Computer Science, Shanghai Key Laboratory of Data Science, Fudan University, Shanghai, China",On conceptual labeling of a bag of words
19," Harbin Institute of Technology, Harbin, China"," Harbin Institute of Technology, Harbin, China","Modeling mention, context and entity with neural networks for entity disambiguation"
20," Harbin Institute of Technology, Harbin, China"," Intelligent Computing and Search Lab, Tencent, Shenzhen, China",User modeling with neural network for review rating prediction
21," Singapore University of Technology and Design, Singapore"," Singapore University of Technology and Design, Singapore",Target-dependent twitter sentiment classification with rich automatic features
22," Institute of Computing Technology, Chinese Academy of Sciences"," Centre for Next Generation Localisation, Dublin City University and Institute of Computing Technology, Chinese Academy of Sciences",Syntax-based deep matching of short texts
23," School of Computer Science and Technology, Tianjin University, China"," School of Computer Science and Technology, Tianjin University, China and Department of Computing and Communications, The Open University, UK",Modeling quantum entanglements in quantum language models
24," Institute of Automation, Chinese Academy of Sciences., Beijing, P.R. China"," Institute of Automation, Chinese Academy of Sciences., Beijing, P.R. China",Convolutional neural networks for text hashing
25," Institute of Computer Science and Technology, Peking University, Beijing, China and Key Laboratory of Computational Linguistic (Peking University), MOE, China"," Institute of Computer Science and Technology, Peking University, Beijing, China and Key Laboratory of Computational Linguistic (Peking University), MOE, China",Compressive document summarization via sparse optimization
26," The Center for Information and Language Processing, University of Munich"," School of Computer Science, Carnegie Mellon University",Optimizing sentence modeling and selection for document summarization
27," East China Normal University, China", Google Research,Learning term embeddings for hypernymy identification
28," National Laboratory of Pattern Recognition, CASIA, Beijing, China", Toshiba (China) R&D Center,Local translation prediction with global sentence representation
29," Tsinghua National Laboratory for Information Science and Technology (TNList), Department of Computer Science and Technology, Tsinghua University, Beijing, China"," Tsinghua National Laboratory for Information Science and Technology (TNList), Department of Computer Science and Technology, Tsinghua University, Beijing, China",Prior-based dual additive latent dirichlet allocation for user-item connected documents
