,first-author-affiliation,last-author-affiliation,title
0," Department of Computer Science and Technology, State Key Lab on Intelligent Technology and Systems, National Lab for Information Science and Technology, Tsinghua University, Beijing, China"," Department of Computer Science and Technology, State Key Lab on Intelligent Technology and Systems, National Lab for Information Science and Technology, Tsinghua Univ., Beijing, China and Jiangsu Collaborative Innovation Center for Language Ability, Jiangsu Normal Univ., Xuzhou, China",Representation learning for measuring entity relatedness with rich information
1," School of Computer, Central China Normal University, Wuhan, China"," School of Computer, Central China Normal University, Wuhan, China",Linking heterogeneous input features with pivots for domain adaptation
2," School of Computer, Central China Normal University, Wuhan, China"," Computer Science Department, University of Southern California, Los Angeles, CA",A subspace learning framework for cross-lingual sentiment classification with partial parallel data
3," Department of Computer Science, KU Leuven, Leuven, Belgium"," Department of Computer Science, KU Leuven, Leuven, Belgium",Unsupervised learning of an IS-A taxonomy from a limited domain-specific corpus
4," Institute of Artificial Intelligence, Ulm University, Germany"," Institute of Artificial Intelligence, Ulm University, Germany",Coherence across components in cognitive systems: one ontology to rule them all
5," Univ Lille Nord de France, Lille, France and UArtois, CRIL, CNRS, UMR, Lens, France"," Univ Lille Nord de France, Lille, France and UArtois, CRIL, CNRS, UMR, Lens, France",How to select one preferred assertional-based repair from Inconsistent and prioritized DL-lite knowledge bases?
6," IBM Research, Ireland"," IBM Research, Ireland",Scalable maintenance of knowledge discovery in an ontology stream
7," University of Trento, Trento, Italy"," Fondazione Bruno Kessler, Trento, Italy",Bootstrapping domain ontologies from wikipedia: a uniform approach
8," Key Laboratory of Computational Linguistics, Ministry of Education, School of Electronics Engineering and Computer Science, Peking University, Collaborative Innovation Center for Language Ability, Xuzhou, China"," Key Laboratory of Computational Linguistics, Ministry of Education, School of Electronics Engineering and Computer Science, Peking University, Collaborative Innovation Center for Language Ability, Xuzhou, China",An ontology matching approach based on affinity-preserving random walks
9," Canberra Research Lab., NICTA", Australian National University and Griffith University,Exploiting symmetries by planning for a descriptive quotient
10," Linköping University, Linköping, Sweden"," Linköping University, Linköping, Sweden",Cost-optimal and net-benefit planning: a parameterised complexity view
11," School of Computer Science, University of Nottingham, UK"," School of Computer Science, University of Nottingham, UK",On the boundary of (un)decidability: decidable model-checking for a fragment of resource agent logic
12," ASEE, NRL, Washington, DC"," U.S. Naval Research Laboratory, Washington, DC",Tight bounds for HTN planning with task insertion
13," Indian Institute of Technology, Delhi, New Delhi, India"," Indian Institute of Technology, Delhi, New Delhi, India",ASAP-UCT: abstraction of state-action pairs in UCT
14," Sorbonne Universités, UPMC, Univ Paris 06, UMR, Paris, France and CNRS, Paris, France"," Sorbonne Universités, UPMC, Univ Paris 06, UMR, Paris, France and CNRS, Paris, France",Further connections between contract-scheduling and ray-searching problems
15," Department of Informatics, King's College London, London, United Kingdom"," Department of Informatics, King's College London, London, United Kingdom",Temporal planning with semantic attachment of non-linear monotonic continuous behaviours
16," Department of Computer Science, Ben-Gurion University of the Negev, Be'er Sheva, Israel"," Department of Computer Science, Ben-Gurion University of the Negev, Be'er Sheva, Israel",A privacy preserving algorithm for multi-agent planning and search
17," PARK Research group, School of Computing & Engineering, University of Huddersfield"," NICTA Optimisation Research Group, Research School of Computer Science, The Australian National University, Australia",Exploiting block deordering for improving planners efficiency
18," PARK Research Group, School of Computing and Engineering, University of Huddersfield"," PARK Research Group, School of Computing and Engineering, University of Huddersfield",On the online generation of effective macro-operators
19," Computer Science Department, Ben Gurion University of The Negev, Beer-Sheva, Israel"," Computer Science Department, Ben Gurion University of The Negev, Beer-Sheva, Israel",Estimating the probability of meeting a deadline in hierarchical plans
20," Sapienza Università di Roma, Roma, Italy"," Rice University, Houston, TX",Synthesis for LTL and LDL on finite traces
21," Massachusetts Institute of Technology, Computer Science and Artificial Intelligence Laboratory, Cambridge, MA"," Massachusetts Institute of Technology, Computer Science and Artificial Intelligence Laboratory, Cambridge, MA",Mixed discrete-continuous heuristic generative planning based on flow tubes
22," University of Freiburg, Germany"," University of Freiburg, Germany",Delete relaxations for planning with state-dependent action costs
23, Australian National University & NICTA Optimisation Research Group, Australian National University & NICTA Optimisation Research Group,Optimal planning with axioms
24," School of Computer Science, University of Birmingham Birmingham, United Kingdom"," School of Computer Science, University of Birmingham Birmingham, United Kingdom",Optimal policy generation for partially satisfiable co-safe LTL specifications
25," CNRS-LAMSADE, Université Paris-Dauphine, France"," GREYC, UNICAEN, CNRS, ENSICAEN, France",Probabilistic knowledge-based programs
26," University of Washington, Seattle, WA"," Microsoft Research, Redmond, WA",Metareasoning for planning under uncertainty
27," The University of Melbourne, Melbourne, Australia"," ICREA & U. Pompeu Fabra, Barcelona, Spain",Classical planning with simulators: results on the Atari video games
28," School of Computing, National University of Singapore"," School of Computing, National University of Singapore",Action2Activity: recognizing complex activities from sensor data
29," CEA, LIST, Gif-sur-Yvette, France", Qatar Computing Research Institute,Exploratory digraph navigation using A
