,first-author-affiliation,last-author-affiliation,title
0," Department of Computer Science, The University of Auckland"," Department of Computer Science, The University of Auckland",A framework for long-term learning systems
1," Department of Computer Science, UCLA"," Department of Computer Science, UCLA",Learning multi-faceted knowledge graph embeddings for natural language processing
2," Faculty of Information Technology, Monash University, Clayton, Melbourne, Vic., Australia"," Faculty of Information Technology, Monash University, Clayton, Melbourne, Vic., Australia",Understanding and measuring collective intelligence across different cognitive systems: an information- theoretic approach
3," KU Leuven, Department of Computer Science, Belgium and CODeS & imec-ITEC"," KU Leuven, Department of Computer Science, Belgium and CODeS & imec-ITEC",Online algorithm selection
4," Database and Artificial Intelligence Group, Vienna University of Technology (TU Wien), Vienna, Austria"," Database and Artificial Intelligence Group, Vienna University of Technology (TU Wien), Vienna, Austria",SAT-based approaches for the general high school timetabling problem
5," University of Trento, Italy and TIM-SKIL, Trento"," University of Trento, Italy and TIM-SKIL, Trento",Constructive recommendation
6," Massachusetts Institute of Technology, Computer Science and Artificial Intelligence Laboratory, Cambridge, MA"," Massachusetts Institute of Technology, Computer Science and Artificial Intelligence Laboratory, Cambridge, MA",Efficient algorithms and representations for chance-constrained mixed constraint programming
7," University of Udine, Italy"," University of Udine, Italy",On the complexity and expressiveness of automated planning languages supporting temporal reasoning
8," Monash University, Data61/CSIRO, Melbourne, Australia"," Monash University, Data61/CSIRO, Melbourne, Australia",Stochastic constraint programming
9, The Hebrew University of Jerusalem, The Hebrew University of Jerusalem,Machine learning techniques for multiagent systems
10," Technische Universität Wien, Vienna, Austria"," Technische Universität Wien, Vienna, Austria",Resilient control and safety for multi-agent cyber-physical systems
11," University of Southern California, Los Angeles, CA"," University of Southern California, Los Angeles, CA",Human-like agents for repeated negotiation
12, University of Kentucky, University of Kentucky,Multi-agent systems of inverse reinforcement learners in complex games
13," Structured Machine Learning Group, University of Trento, Italy"," Structured Machine Learning Group, University of Trento, Italy",Probabilistic inference in hybrid domains
14," Department of Computer Science, University of Texas at Austin"," Department of Computer Science, University of Texas at Austin",Curriculum learning in reinforcement learning
15," Centre for Pattern Recognition and Data Analytics, Deakin University, Australia"," Centre for Pattern Recognition and Data Analytics, Deakin University, Australia",Nonparametric online machine learning with kernels
16, University of California at Santa Cruz, University of California at Santa Cruz,Operationalizing operational logics: semiotic knowledge representations for interactive systems
17," HRI Lab, Heriot-Watt University, Edinburgh Centre for Robotics, Edinburgh, Scotland, UK"," HRI Lab, Heriot-Watt University, Edinburgh Centre for Robotics, Edinburgh, Scotland, UK",Teaching robots through situated interactive dialogue and visual demonstrations
18," Qualitative Reasoning Group, Northwestern University, Qualitative Reasoning Group, Northwestern University"," Qualitative Reasoning Group, Northwestern University, Qualitative Reasoning Group, Northwestern University",AToM: an analogical theory of mind
19," Naval Research Laboratory, Stennis Space Center, MS and Tulane University, New Orleans, LA"," Naval Research Laboratory, Stennis Space Center, MS and Louisiana State University, Baton Rouge, LA",Modeling bias reduction strategies in a biased agent
20," Center for Cyber- and Information Security, Norwegian University of Science and Technology"," Center for Cyber- and Information Security, Norwegian University of Science and Technology","Fuzzy logic model for digital forensics: a trade-off between accuracy, complexity and interpretability"
21," The University of Buckingham, United Kingdom"," The University of Buckingham, United Kingdom",Using multiagents for context-aware adaptive biometrics
22," Department of Computer Science, University of Bristol"," Department of Computer Science, University of Bristol",The role of textualisation and argumentation in understanding the machine learning process
23," Université Pierre et Marie Curie, IRCAM, CNRS"," Université Pierre et Marie Curie, IRCAM, CNRS",Search strategies as synchronous processes
24," University of Fribourg, Switzerland"," University of Fribourg, Switzerland","Towards trust, transparency, and liability in AI/AS systems"
25," Centre for Pattern Recognition and Data Analytics (PRaDA), Deakin University, Australia"," Centre for Pattern Recognition and Data Analytics (PRaDA), Deakin University, Australia",Deep abnormality detection in video data
26," Institute of Philosophy, University of Warsaw, Poland"," Institute of Philosophy, University of Warsaw, Poland",Searching for well-behaved fragments of Halpern-Shoham logic
27," School of Computer Science and Engineering, UNSW Australia"," School of Computer Science and Engineering, UNSW Australia",Towards a relational approach for tool creation by robots
28," IRIT, University of Toulouse, France and AIRG, Western Sydney University, Australia"," IRIT, University of Toulouse, France and AIRG, Western Sydney University, Australia",Refinement of intentions
