,first-author-affiliation,last-author-affiliation,title
0," Department of Computer Science, University of Toronto"," Computer Science Department, Carnegie Mellon University",A dynamic rationalization of distance rationalizability
1, New York University, Carnegie Mellon University,On maxsum fair cake divisions
2," TU Berlin, Berlin, Germany"," Universiteit Utrecht, Utrecht, The Netherlands",A multivariate complexity analysis of lobbying in multiple referenda
3," Institüt für Informatik, Technische Universität München, Garching, Germany"," Statistical Laboratory, University of Cambridge, Cambridge, UK",The price of neutrality for the ranked pairs method
4," Yahoo! Research, New York, NY"," Yahoo! Research, New York, NY",Fairness and welfare through redistribution when utility is transferable
5, University of Washington, University of British Columbia,Approximately revenue-maximizing auctions for deliberative agents
6," Division of Mathematical Sciences, Nanyang Technological University, Singapore"," Department of Computer Science, Shanghai Jiao Tong University, Shanghai, China","Computing the nucleolus of matching, cover and clique games"
7," Ecole Polytechnique Fédérale de Lausanne, Artificial Intelligence Laboratory, Lausanne, Switzerland"," Ecole Polytechnique Fédérale de Lausanne, Artificial Intelligence Laboratory, Lausanne, Switzerland",Symmetric subgame perfect equilibria in resource allocation
8," University of Toronto, Toronto, Canada"," NICTA and UNSW, Sydney, Australia",Eliminating the weakest link: making manipulation intractable?
9," Computer Science Department, Carnegie Mellon University, Pittsburgh, PA"," Computer Science Department, Carnegie Mellon University, Pittsburgh, PA",Dynamic matching via weighted myopia with application to kidney exchange
10," Cheriton School of Computer Science, University of Waterloo, Canada"," School of Electronics and Computer Science, University of Southampton, UK",Optimizing payments in dominant-strategy mechanisms for multi-parameter domains
11," Department of Computing Science, University of Alberta, Edmonton, Alberta, Canada"," Department of Computing Science, University of Alberta, Edmonton, Alberta, Canada",Generalized sampling and variance in counterfactual regret minimization
12," University of Southern California, Los Angeles, California"," University of Southern California, Los Angeles, California",The deployment-to-saturation ratio in security games
13," University of Alberta, Edmonton, Alberta, Canada"," University of Alberta, Edmonton, Alberta, Canada",Finding optimal abstract strategies in extensive-form games
14," Duke University, Department of Computer Science, Durham, NC"," Georgia Institute of Technology, Robotics and Intelligent Machines Laboratory, Atlanta, Georgia",Computing optimal strategies to commit to in stochastic games
15," Disney Research Pittsburgh, Forbes Avenue, Pittsburgh, PA"," Disney Research Pittsburgh, Forbes Avenue, Pittsburgh, PA",Characterizing multi-agent team behavior from partial team tracings: evidence from the english premier league
16," School of Electronics and Computer Science, University of Southampton, Southampton, UK"," Dept. of Electronic and Computer Engineering, Technical University of Crete, Crete, Greece",Competing with humans at fantasy football: team formation in large partially-observable domains
17," The Hebrew University of Jerusalem, Israel and Microsoft Research, Herzlia"," Microsoft Research, Cambridge UK",Congestion games with agent failures
18," Lawrence Livermore National Laboratory, Livermore, CA"," Massachusetts Institute of Technology, Cambridge, MA",Bayes-adaptive interactive POMDPs
19," MIT CSAIL, Maastricht University, Maastricht, The Netherlands"," Delft University of Technology, Delft, The Netherlands",Tree-based solution methods for multiagent pomdps with delayed communication
