,first-author-affiliation,last-author-affiliation,title
0,,,Solving peg solitaire with bidirectional BFIDA
1," DEIS, University of Bologna"," DEIS, University of Bologna",Optimization and controlled systems: a case study on thermal awareworkload dispatching
2," Key laboratory of High Confidence Software Technologies, Peking University, Beijing, China and Institute for Integrated and Intelligent Systems, Griffith University, Brisbane, Australia"," Institute for Integrated and Intelligent Systems, Griffith University, Brisbane, Australia and State Key Laboratory of Software Development Environment, Beihang University, Beijing, China",Configuration checking with aspiration in local search for SAT
3," Key laboratory of High Confidence Software Technologies, Peking University, Beijing, China"," Institute for Integrated and Intelligent Systems, Griffith University, Brisbane, Australia and ATOMIC Project, Queensland Research Lab, NICTA",Two new local search strategies for minimum vertex cover
4," Fondazione Bruno Kessler, Irst"," Fondazione Bruno Kessler, Irst",Solving temporal problems using SMT: weak controllability
5," Brown University, Providence, RI"," Los Alamos National Laboratory, Los Alamos, NM",Last-mile restoration for multiple interdependent infrastructures
6," IRIT, University of Toulouse, France"," IRIT, University of Toulouse, France",A dichotomy for 2-constraint forbidden CSP patterns
7," ISE Department, Ben-Gurion University, Israel"," CS Department, University of Alberta, Canada",Partial-expansion A* with selective node generation
8, The University of Tokyo," IBM Research, Dublin, Ireland and NICTA and The Australian National University","Iterative resource allocation for memory intensive parallel search algorithms on clouds, grids, and shared clusters"
9, The University of New South Wales and Vienna University of Technology, Vienna University of Technology,Don't be strict in local search!
10," Brown University, Providence, RI"," IBM Research, Yorktown Heights, NY",Non-model-based search guidance for set partitioning problems
11," Computer Science Department, Cornell University, Ithaca, NY"," Computer Science Department, Cornell University, Ithaca, NY",From streamlined combinatorial search to efficient constructive procedures
12," Department of Computer Science and Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong SAR"," Department of Computer Science and Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong SAR",Polynomially decomposable global cost functions in weighted constraint satisfaction
13," Computing Science Department, University of Alberta, Edmonton, Canada"," Computing Science Department, University of Alberta, Edmonton, Canada",Fast and accurate predictions of IDA*'s performance
14," Department of Computer Secience, The University of Kentucky, Lexington, KY"," Department of Computer Secience, The University of Kentucky, Lexington, KY",On the relation of constraint answer set programming languages and algorithms
15," EPFL, Lausanne, Switzerland"," EPFL, Lausanne, Switzerland",DUCT: an upper confidence bound approach to distributed constraint optimization problems
16," Department of Informatics and Telecommunications Engineering, University of Western Macedonia, Greece"," Department of Informatics and Telecommunications Engineering, University of Western Macedonia, Greece",An efficient higher-order consistency algorithm for table constraints
17," Queensland Research Laboratory, NICTA Ltd., Australia and Institute for Integrated and Intelligent Systems, Griffith University, Australia"," Queensland Research Laboratory, NICTA Ltd., Australia and Institute for Integrated and Intelligent Systems, Griffith University, Australia",Trap avoidance in local search using pseudo-conflict learning
18," Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, Illinois"," Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, Illinois",Information set generation in partially observable games
19," LAMSADE, Université Paris-Dauphine, Paris Cedex 16, France"," University of Alberta, Edmonton, Canada",Alpha-beta pruning for games with simultaneous moves
20," ISE Department, Ben-Gurion University, Israel"," CS Department, University of Denver",Conflict-based search for optimal multi-agent path finding
21," Department of Computer Science, Ben-Gurion University of the Negev, Beer Sheva, Israel"," Department of Computer Science, Ben-Gurion University of the Negev, Beer Sheva, Israel",MCTS based on simple regret
22," Université Laval, Département d'informatique et de génie logiciel"," Université Laval, Département d'informatique et de génie logiciel",Filtering algorithms based on the word-RAM model
23," University of British Columbia, Vancouver, BC, Canada"," University of British Columbia, Vancouver, BC, Canada",Predicting satisfiability at the phase transition
24," Microsoft Research Asia, Beijing, China"," Univ. of Science and Technology of China, Hefei, Anhui, China",Time-critical influence maximization in social networks with time-delayed diffusion process
25," Institute of Computer Science & Technology, Peking University, Beijing, China and Coll. of Infor. Scien. & Techn., Depar. of Comp. Scien. & Engin., The Pennsylvania State University, University Park, PA"," Coll. of Infor. Scien. & Techn., Depar. of Comp. Scien. & Engin., The Pennsylvania State University, University Park, PA",Table header detection and classification
26," International Institute of Information Technology, Hyderabad, India"," International Institute of Information Technology, Hyderabad, India",Choosing linguistics over vision to describe images
27," Institute AIFB, Karlsruhe Institute of Technology, Karlsruhe, Germany"," Institute AIFB, Karlsruhe Institute of Technology, Karlsruhe, Germany",On completeness classes for query evaluation on linked data
28," Zhejiang Provincial Key Laboratory of Service Robot, College of Computer Science, Zhejiang University, Hangzhou, China"," State Key Lab of CAD&CG, College of Computer Science, Zhejiang University, Hangzhou, China",Document summarization based on data reconstruction
29," IBM Research Almaden, San Jose, California"," IBM Research Almaden, San Jose, California",Content recommendation for attention management in unified social messaging
