,Unnamed: 0,first-author,first-author-gender,first-author-affiliation,last-author,last-author-gender,last-author-affiliation,title
239,239,Yang Wang,Male,University of Manitoba,Greg Mori,Male,Borealis AI,A Discriminative Latent Model of Image Region and Object Tag Correspondence.
240,240,Yuhong Guo,Female,Carleton University,Yuhong Guo,Female,Carleton University,Active Instance Sampling via Matrix Partition.
241,241,Mohsen Bayati,Male,Stanford University,Andrea Montanari,Male,Stanford,The LASSO risk: asymptotic results and real world examples.
242,242,Aman Dhesi,Male,Princeton University,Puru Kar,Male,Indian Institute of Technology Kanpur,Random Projection Trees Revisited.
243,243,william brendel,Male,oregon state university,Sinisa Todorovic,Male,Oregon State University,Segmentation as Maximum-Weight Independent Set.
244,244,Kamiya Motwani,Female,University of Wisconsin Madison,Vikas Singh,Male,UW-Madison,Epitome driven 3-D Diffusion Tensor image segmentation: on extracting specific structures.
245,245,Sergey Levine,Male,UC Berkeley,Vladlen Koltun,Male,Adobe Research,Feature Construction for Inverse Reinforcement Learning.
246,246,Kentaro Katahira,Male,JST,Masato Okada,Male,The University of Tokyo / RIKEN BSI,Effects of Synaptic Weight Diffusion  on Learning in Decision Making Networks.
247,247,Nan Ding,Male,Google,S.V.N. Vishwanathan,Male,UCSC,t-logistic regression.
248,248,Gal Elidan,Male,Hebrew University,Gal Elidan,Male,Hebrew University,Copula Bayesian Networks.
249,249,Yacov Crammer,Undefined,Technion,Daniel Lee,Undefined,Cornell Tech,Learning via Gaussian Herding.
250,250,Jeff Johns,Male,US Government,Ron Parr,Male,Duke University,Linear Complementarity for Regularized Policy Evaluation and Improvement.
251,251,Andrey Bernstein,Male,Technion - Israel Institute of Technology,Nahum Shimkin,Male,Technion,Online Classification with Specificity Constraints.
252,252,Yariv Maron,Male,Bar Ilan University,Elie L Bienenstock,Male,Brown University,Sphere Embedding: An Application to Part-of-Speech Induction.
253,253,Han Liu,Male,Carnegie Mellon University,Xi Chen,Male,NYU,Multivariate Dyadic Regression Trees for Sparse Learning Problems.
254,254,Huan Xu,Male,National University of Singapore,Shie Mannor,Male,Technion,Distributionally Robust Markov Decision Processes.
255,255,Morten Mørup,Male,Technical University of Denmark,Lars K Hansen,Male,Technical University of Denmark,Infinite Relational Modeling of Functional Connectivity in Resting State fMRI.
256,256,Stella X Yu,Female,Boston College,Stella X Yu,Female,Boston College,"Feature Transitions with Saccadic Search: Size, Color, and Orientation Are Not Alike."
257,257,Katsuhiko Ishiguro,Male,NTT Communication Science Laboratories,Josh Tenenbaum,Male,MIT,Dynamic Infinite Relational Model for Time-varying Relational Data Analysis.
258,258,Kamalika Chaudhuri,Female,UCSD,Sanjoy Dasgupta,Female,UC San Diego,Rates of convergence for the cluster tree.
