,Unnamed: 0,first-author,first-author-gender,first-author-affiliation,last-author,last-author-gender,last-author-affiliation,title
39,39,Joscha T Schmiedt,Male,Ernst Strüngmann Institute (ESI) for Neuroscience in Cooperation with Max Planck Society,Klaus R Pawelzik,Male,Universität Bremen,Spike timing-dependent plasticity as dynamic filter.
40,40,Sridhar Mahadevan,Male,UMass Amherst,Bo Liu,Male,Auburn University,Basis Construction from Power Series Expansions of Value Functions.
41,41,David A McAllester,Male,TTI-Chicago,Joseph Keshet,Male,Bar-Ilan University,Direct Loss Minimization for Structured Prediction.
42,42,Christoph Sawade,Male,University of Potsdam,Tobias Scheffer,Male,Universität Potsdam,Active Estimation of F-Measures.
43,43,Gilbert Leung,Male,self,Kostas Tsioutsiouliklis,Male,Yahoo! Labs,Optimal Web-Scale Tiering as a Flow Problem.
44,44,James Petterson,Male,NICTA,Tiberio Caetano,Male,NICTA Canberra,Reverse Multi-Label Learning.
45,45,Konrad C Rawlik,Male,University of Edinburgh,Sethu Vijayakumar,Male,University of Edinburgh,An Approximate Inference Approach to Temporal Optimization in Optimal Control.
46,46,Sarah Filippi,Female,Imperial College London,Csaba Szepesvari,Male,DeepMind / University of Alberta,Parametric Bandits: The Generalized Linear Case.
47,47,Odalric-Ambrym Maillard,Male,INRIA,Remi Munos,Male,Google DeepMind,Scrambled Objects for Least-Squares Regression.
48,48,Shay Cohen,Male,Columbia University,Noah A Smith,Male,Carnegie Mellon University,Empirical Risk Minimization with Approximations of Probabilistic Grammars.
49,49,Danny Bickson,Male,Carnegie Mellon University,Carlos Guestrin,Male,University of Washington,Inference with Multivariate Heavy-Tails in Linear Models.
50,50,Achintya Kundu,Male,Indian Institute of Science,Aharon Ben-Tal,Male,None,Efficient algorithms for learning kernels from multiple similarity matrices with general convex loss functions.
51,51,Fabian L Wauthier,Male,Amazon,Michael Jordan,Male,UC Berkeley,Heavy-Tailed Process Priors for Selective Shrinkage.
52,52,Ernesto De Vito,Male,Universita' di Genova,Alessandro Toigo,Male,Politecnico di Milano,Spectral Regularization  for  Support Estimation.
53,53,Ni Lao,Male,Carnegie Mellon University,William Cohen,Male,Google AI,Efficient Relational Learning with Hidden Variable Detection.
54,54,Vladimir Kolmogorov,Male,University College London,Vladimir Kolmogorov,Male,University College London,Generalized roof duality and bisubmodular functions.
55,55,Aurelie C Lozano,Female,IBM Research,Vikas Sindhwani,Male,Google,Block Variable Selection in Multivariate Regression and High-dimensional Causal Inference.
56,56,Roger Luo,Male,Snap Inc.,Francesco Orabona,Male,Boston University,Learning from Candidate Labeling Sets.
57,57,Tian Lan,Male,Simon Fraser University,Greg Mori,Male,Borealis AI,Beyond Actions: Discriminative Models for Contextual Group Activities.
58,58,Wei Chen,Male,Chinese Academy of Sciences,Zhi-Ming Ma,Male,"Academy of Mathematics and Systems Science, Chinese Academy of Sciences",Two-Layer Generalization Analysis for Ranking Using Rademacher Average.
