,first-author-affiliation,last-author-affiliation,title
0, IBM Research Australia, IBM Research Australia,Graspnet: an efficient convolutional neural network for real-time grasp detection for low-powered devices
1," Beijing National Research Center for Information Science and Technology, Department of Computer Science and Technology, Tsinghua University, Bejing, China"," Beijing National Research Center for Information Science and Technology, Department of Computer Science and Technology, Tsinghua University, Bejing, China",Learning transferable UAV for forest visual perception
2," School of Computer Science and Engineering, University of Washington"," The Robotics Institute, Carnegie Mellon University",Bayesian active edge evaluation on expensive graphs
3," School of Software, Tsinghua University, Beijing, China"," School of Software, Tsinghua University, Beijing, China",Implicit non-linear similarity scoring for recognizing unseen classes
4, University of Massachusetts Amherst, University of Massachusetts Amherst,Interactive robot transition repair with SMT
5," Elsa Lab, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan"," Elsa Lab, Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan",Virtual-to-real: learning to control in visual semantic segmentation
6," The Robotics Institute, Carnegie Mellon University"," The Robotics Institute, Carnegie Mellon University","Online, interactive user guidance for high-dimensional, constrained motion planning"
7," SAIT - China Lab, Samsung Research Institute China, Beijing", Samsung Advanced Institute of Technology,An appearance-and-structure fusion network for object viewpoint estimation
8," Department of Computer Science and Engineering, HKUST"," Department of Electronic and Computer Engineering, HKUST",Learning unmanned aerial vehicle control for autonomous target following
9," School of Computer Science, Carnegie Mellon University"," School of Computer Science, Carnegie Mellon University",Robot task interruption by learning to switch among multiple models
10, The University of Texas at Austin, The University of Texas at Austin,Behavioral cloning from observation
11," Department of Computer Science, University of Oxford"," Department of Computer Science, University of Oxford",3D-physnet: learning the intuitive physics of non-rigid object deformations
12, Dalian University of Technology and City University of Hong Kong, City University of Hong Kong,Active object reconstruction using a guided view planner
