,first-author-affiliation,last-author-affiliation,title
0," CCIS, Northeastern University, Boston, MA"," CCIS, Northeastern University, Boston, MA",Decision-making under uncertainty in multi-agent and multi-robot systems: planning and learning
1, University of Tsukuba, University of Tsukuba,Statistical quality control for human computation and crowdsourcing
2," LAAS-CNRS, Université de Toulouse, CNRS, Toulouse, France"," LAAS-CNRS, Université de Toulouse, CNRS, Toulouse, France",Reasoning about NP-complete constraints
3," Department of Computer Science and Technology, Tsinghua University, Beijing, China and Key Laboratory of Pervasive Computing, Ministry of Education Beijing, National Research Center for Information Science and Technology"," Department of Computer Science and Technology, Tsinghua University, Beijing, China and Key Laboratory of Pervasive Computing, Ministry of Education Beijing, National Research Center for Information Science and Technology",Mental health computing via harvesting social media data
4," Human-Computer Interaction Initiative, Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong SAR"," Human-Computer Interaction Initiative, Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong SAR",Towards human-engaged AI
5," University of Maryland, Baltimore County, Baltimore, MD"," University of Maryland, Baltimore County, Baltimore, MD",Grounded language learning: where robotics and NLP meet
6, VMware Research, VMware Research,Formal analysis of deep binarized neural networks
7," Department of Computer Science, Sapienza University of Rome, Rome, Italy"," Department of Computer Science, Sapienza University of Rome, Rome, Italy",Natural language understanding: instructions for (present and future) use
8," Delft University of Technology, The Netherlands, University of Liverpool, United Kingdom"," Delft University of Technology, The Netherlands, University of Liverpool, United Kingdom","Interactive learning and decision making: foundations, insights & challenges"
9," Faculty of Informatics, TU Wien, Austria"," Faculty of Informatics, TU Wien, Austria",Improving data management using domain knowledge
10, Artificial Intelligence Research Institute (IIIA-CSIC), Artificial Intelligence Research Institute (IIIA-CSIC),Partakable technology
11," Software and Information Systems Engineering, Ben Gurion University"," Software and Information Systems Engineering, Ben Gurion University",Advances and challenges in privacy preserving planning
12," Borealis AI, Edmonton, AB"," Borealis AI, Edmonton, AB",Improving reinforcement learning with human input
13," Université Côte d'Azur, CNRS, Inria, I3S, France"," Université Côte d'Azur, CNRS, Inria, I3S, France",Artificial argumentation for humans
14," Department of Computer Science and Engineering, Washington University in St. Louis"," Department of Computer Science and Engineering, Washington University in St. Louis",Towards improving the expressivity and scalability of distributed constraint optimization problems
15," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, Chinaa"," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, Chinaa",Towards sample efficient reinforcement learning
16," King Abdullah University of Science and Technology, KSA"," King Abdullah University of Science and Technology, KSA",Mining streaming and temporal data: from representation to knowledge
17," Advanced Digital Sciences Center, Singapore"," Advanced Digital Sciences Center, Singapore",Engineering graph features via network functional blocks
18," Department of Computer Science and Technology, Tsinghua Lab of Brain and Intelligence, State Key Lab for Intell. Tech & Sys., BNRist Lab, Tsinghua University, China"," Department of Computer Science and Technology, Tsinghua Lab of Brain and Intelligence, State Key Lab for Intell. Tech & Sys., BNRist Lab, Tsinghua University, China","Probabilistic machine learning: models, algorithms and a programming library"
