,first-author-affiliation,last-author-affiliation,title
0, University of Calabria, University of Calabria,Finite controllability of conjunctive query answering with existential rules: two steps forward
1," CNRS, IRIT, France"," CNRS, IRIT, France",Weighted bipolar argumentation graphs: axioms and semantics
2," University of Porto and CRACS, INESC-TEC and School of Computer Science, Carnegie Mellon University"," School of Computer Science, Carnegie Mellon University",Tensorcast: forecasting time-evolving networks with contextual information
3," Electrical and Computer Engineering, University of California, San Diego, CA"," GRASP Laboratory, University of Pennsylvania, PA","A unifying view of geometry, semantics, and data association in SLAM"
4," Department of Computer Science, University of Toronto, Canada"," HIIT, Department of Computer Science, University of Helsinki, Finland",Reduced cost fixing for maximum satisfiability
5, Ludwig Maximilian University Munich and Data Reply GmbH Munich, Ludwig Maximilian University Munich and Siemens Corporate Technology Munich,Improving information extraction from images with learned semantic models
6," Google, Inc."," Google, Inc.",Learning with sparse and biased feedback for personal search
7," School of Computing, University of Leeds, UK"," School of Computing, University of Leeds, UK",Dynamic dependency awareness for QBF
8," Escola Politécnica, Universidade de São Paulo"," Instituto de Matemática e Estatística, Universidade de São Paulo",The finite model theory of Bayesian networks: descriptive complexity
9, Weizmann Institute of Science, Weizmann Institute of Science,Combinatorial cost sharing
10, Carnegie Mellon University and Stanford University, Stanford University,Importance sampling for fair policy selection
11," University of Basel, Switzerland"," University of Basel, Switzerland",Inductive certificates of unsolvability for domain-independent planning
12," EPFL, Switzerland"," University of Helsinki, Finland",Reducing controversy by connecting opposing views
13, Stanford University, Stanford University,Toeplitz inverse covariance-based clustering of multivariate time series data
14," Dept. of Computer and Information Science, Linköping University, Sweden"," Department of Computer Science, Universidad de Chile and Millennium Institute for Foundational Research on Data, Chile",A model of distributed query computation in client-server scenarios on the semantic web
15, UC San Diego, UC San Diego,Translation-based recommendation: a scalable method for modeling sequential behavior
16," University of Basel, Switzerland"," University of Basel, Switzerland",Search progress and potentially expanded states in greedy best-first search
17, The Hebrew University of Jerusalem, The Hebrew University of Jerusalem,Accelerating innovation through analogy mining
18," Department of CSEE, West Virginia Univerisity, WV"," Comodo Security Solutions, Inc., Clifton, NJ",Make evasion harder: an intelligent android malware detection system
19," Cornell University, Ithaca, NY"," Cornell University, Ithaca, NY",Unbiased learning-to-rank with biased feedback
20," Department of Computer Science, University of Cape Town"," KRDB Research Centre, Free University of Bozen-Bolzano",Orchestrating a network of mereotopological theories: an abridged report
21, Dalhousie University, Dalhousie University,Emergent tangled program graphs in multi-task learning
22," Department of Computer Science and Center for HCI, Virginia Tech"," Department of Computer Science and Center for HCI, Virginia Tech",Geolocating images with crowdsourcing and diagramming
