,Unnamed: 0,first-author,first-author-gender,first-author-affiliation,last-author,last-author-gender,last-author-affiliation,title
0,0,Ksenia Konyushkova,Female,EPFL,Pascal Fua,Male,"EPFL, Switzerland",Learning Active Learning from Data.
1,1,Nico S Gorbach,Male,Swiss Federal Institute of Technology Zurich (ETHZ),Joachim M Buhmann,Male,ETH Zurich,Scalable Variational Inference for Dynamical Systems.
2,2,Keerthiram Murugesan,Male,Carnegie Mellon University,Jaime Carbonell,Male,CMU,Active Learning from Peers.
3,3,David Lopez-Paz,Male,Facebook AI Research,Marc'Aurelio Ranzato,Male,Facebook,Gradient Episodic Memory for Continual Learning.
4,4,Carlo Ciliberto,Male,University College London,Massimiliano Pontil,Male,IIT & UCL,Consistent Multitask Learning with Nonlinear Output Relations.
5,5,Nicolas Courty,Male,IRISA / University South Brittany,Alain Rakotomamonjy,Male,Université de Rouen Normandie,Joint distribution optimal transportation for domain adaptation.
6,6,Mingsheng Long,Male,Tsinghua University,Philip S Yu,Male,UIC,Learning Multiple Tasks with Multilinear Relationship Networks.
7,7,Alan Luo,Male,Stanford University,Li Fei-Fei,Female,Stanford University & Google,Label Efficient Learning of Transferable Representations acrosss Domains and Tasks.
8,8,Nikolay Savinov,Male,ETH Zurich,Marc Pollefeys,Male,ETH Zurich,Matching neural paths: transfer from recognition to correspondence search.
9,9,Anna Volokitin,Male,ETH Zurich,Tomaso Poggio,Male,MIT,Do Deep Neural Networks Suffer from Crowding?.
10,10,Maithra Raghu,Female,Cornell University and Google Brain,Jascha Sohl-Dickstein,Male,Google Brain,SVCCA: Singular Vector Canonical Correlation Analysis for Deep Learning Dynamics and Interpretability.
11,11,Klaus Greff,Male,IDSIA,Jürgen Schmidhuber,Male,"Swiss AI Lab, IDSIA (USI & SUPSI) - NNAISENSE",Neural Expectation Maximization.
12,12,Charles Ruizhongtai Qi,Male,Stanford University,Leonidas Guibas,Male,stanford.edu,PointNet++: Deep Hierarchical Feature Learning on Point Sets in a Metric Space.
13,13,Yi-An Lai,Female,National Taiwan University,Shou-De Lin,Male,National Taiwan University,PRUNE: Preserving Proximity and Global Ranking for Network Embedding.
14,14,Tatsunori Hashimoto,Male,Stanford,John Duchi,Male,Stanford,Unsupervised Transformation Learning via Convex Relaxations.
15,15,Saurabh Verma,Male,University of Minnesota Twin Cities,Zhi-Li Zhang,Male,University of Minnesota,"Hunt For The Unique, Stable, Sparse And Fast Feature Learning On Graphs."
16,16,Pan Ji,Male,NEC Labs America,Ian Reid,Male,University of Adelaide,Deep Subspace Clustering Networks.
17,17,Alberto Garcia Duran,Male,NEC Europe,Mathias Niepert,Male,NEC Labs Europe,Learning Graph Representations with Embedding Propagation.
18,18,Yu Liu,Male,Citadel LLC,Li Deng,Male,Citadel,Unsupervised Sequence Classification using Sequential Output Statistics.
19,19,Liping Liu,Male,Tufts University,David Blei,Male,Columbia University,Context Selection for Embedding Models.
20,20,Haizi Yu,Male,University of Illinois at Urbana-Champaign,Lav Varshney,Male,University of Illinois at Urbana-Champaign,Probabilistic Rule Realization and Selection.
21,21,Song Liu,Male,University of Bristol,Kenji Fukumizu,Male,Institute of Statistical Mathematics,Trimmed Density Ratio Estimation.
22,22,Thomas Bonald,Male,Telecom ParisTech,Richard Combes,Male,Centrale-Supelec,A Minimax Optimal Algorithm for Crowdsourcing.
23,23,Long Jin,Male,University of California San Diego,Zhuowen Tu,Male,"University of California, San Diego",Introspective Classification with Convolutional Nets.
24,24,Feng Nan,Male,Boston University,Venkatesh Saligrama,Male,Boston University,Adaptive Classification for Prediction Under a Budget.
25,25,Bo-Jian Hou,Male,LAMDA Group,Zhi-Hua Zhou,Male,Nanjing University,Learning with Feature Evolvable Streams.
26,26,Bikash Joshi,Male,University of Grenoble Alpes,Yury Maximov,Male,Los Alamos National Laboratory and  Skolkovo Institute of Science and Technology,Aggressive Sampling for Multi-class to Binary Reduction with Applications to Text Classification.
27,27,Rizal Fathony,Male,University of Illinois at Chicago,Brian Ziebart,Male,University of Illinois at Chicago,Adversarial Surrogate Losses for Ordinal Regression.
28,28,Matthias Hein,Male,Saarland University,Maksym Andriushchenko,Male,Saarland University,Formal Guarantees on the Robustness of a Classifier against Adversarial Manipulation.
29,29,Sven Peter,Male,University Heidelberg,Boaz Nadler,Male,Weizmann Institute of Science,Cost efficient gradient boosting.
30,30,Guolin Ke,Male,Microsoft Research,Tie-Yan Liu,Male,Microsoft Research,LightGBM: A Highly Efficient Gradient Boosting Decision Tree.
31,31,Emmanouil Platanios,Male,Carnegie Mellon University,Eric Horvitz,Male,Microsoft Research,Estimating Accuracy from Unlabeled Data: A Probabilistic Logic Approach.
32,32,Paroma Varma,Male,Stanford University,Chris Ré,Male,Stanford,Inferring Generative Model Structure with Static Analysis.
33,33,Zhao Song,Male,Duke University,Lawrence Carin,Male,Duke University,Scalable Model Selection for Belief Networks.
34,34,Kristjan Greenewald,Male,University of Michigan,Alexander Giessing,Male,University of Michigan,"Time-dependent spatially varying graphical models, with application to brain fMRI data analysis."
