,first-author-affiliation,last-author-affiliation,title
0," University of Nottingham, Nottingham, UK"," University of Nottingham, Nottingham, UK",Reasoning about normative update
1," IRISA, University of Rennes 1 - INRIA, Rennes, France"," DTU Compute, Technical University of Denmark, Copenhagen, Denmark",Undecidability in epistemic planning
2," NICTA and UNSW, Sydney, Australia"," NICTA and UNSW, Sydney, Australia",Maximal recursive rule: a new social decision scheme
3," Carnegie Mellon University, Pittsburgh"," Carnegie Mellon University, Pittsburgh",Audit games
4," Agent Technology Center, Dept. of Computer Science and Engineering, Faculty of Electrical Engineering, Czech Technical University in Prague"," Agent Technology Center, Dept. of Computer Science and Engineering, Faculty of Electrical Engineering, Czech Technical University in Prague",Using double-oracle method and serialized alpha-beta search for pruning in simultaneous move games
5," Computer Science Dept., Aarhus University"," Computer Science Dept., Aarhus University",Externalities in cake cutting
6," TU Berlin, Germany"," TU Eindhoven, Netherlands",Are there any nicely structured preference profiles nearby?
7," Department of Knowledge Engineering, Maastricht University, Maastricht, The Netherlands"," Department of Knowledge Engineering, Maastricht University, Maastricht, The Netherlands",Conditional restricted Boltzmann machines for negotiations in highly competitive and complex domains
8," LAMSADE-CNRS, UMR, Université Paris Dauphine, Paris, France"," LIP6-CNRS, UMR, UPMC, Paris, France",Kemeny elections with bounded single-peaked or single-crossing width
9, Delft University of Technology, University of Southampton,Intention-aware routing to minimise delays at electric vehicle charging stations
10," Inria, Université de Lorraine, Nancy, France"," Inria, Université de Lorraine, Nancy, France",Optimally solving dec-POMDPs as continuous-state MDPs
11," Department of Computer Science, University of Toronto"," Department of Computer Science, University of Toronto",Elicitation and approximately stable matching with partial preferences
12," Computer Science Department, University of Verona"," Computer Science Department, University of Verona",C-link: a hierarchical clustering approach to large-scale near-optimal coalition formation
13," B. Thomas Golisano College of Computing and Inf. Sciences, Rochester Inst. of Technology, Rochester, NY"," Dept. of Computer Science, University of Rochester, Rochester, NY",Control in the presence of manipulators: cooperative and competitive cases
14," Computer Science Department, Carnegie Mellon University"," Computer Science Department, Carnegie Mellon University","Action translation in extensive-form games with large action spaces: axioms, paradoxes, and the pseudo-harmonic mapping"
